0.010	1.000	0.982	-0.112
0.020	1.000	0.987	-0.112
0.030	1.000	0.987	-0.112
0.040	1.000	0.987	-0.112
0.050	1.000	0.982	-0.112
0.060	1.000	0.982	-0.107
0.070	1.000	0.987	-0.112
0.080	1.000	0.987	-0.112
0.090	1.000	0.987	-0.112
0.100	1.000	0.982	-0.112
0.110	1.000	0.982	-0.112
0.120	1.000	0.982	-0.112
0.130	1.000	0.987	-0.112
0.140	1.000	0.982	-0.117
0.150	1.000	0.982	-0.112
0.160	1.000	0.987	-0.112
0.170	1.000	0.987	-0.112
0.180	1.000	0.987	-0.107
0.190	1.000	0.982	-0.112
0.200	1.000	0.982	-0.112
0.210	1.000	0.987	-0.112
0.220	1.000	0.987	-0.112
0.230	1.000	0.987	-0.112
0.240	1.000	0.982	-0.112
0.250	1.000	0.987	-0.117
0.260	1.000	0.987	-0.112
0.270	1.000	0.982	-0.112
0.280	1.000	0.982	-0.112
0.290	1.000	0.982	-0.112
0.300	1.000	0.987	-0.112
0.310	1.000	0.987	-0.112
0.320	1.000	0.982	-0.112
0.330	1.000	0.987	-0.112
0.340	1.000	0.987	-0.107
0.350	1.000	0.987	-0.112
0.360	1.000	0.982	-0.112
0.370	1.000	0.987	-0.112
0.380	1.000	0.987	-0.117
0.390	1.000	0.987	-0.112
0.400	1.000	0.982	-0.112
0.410	1.000	0.982	-0.117
0.420	1.000	0.982	-0.112
0.430	1.000	0.987	-0.107
0.440	1.000	0.982	-0.117
0.450	1.000	0.987	-0.112
0.460	1.000	0.982	-0.112
0.470	1.000	0.987	-0.117
0.480	1.000	0.987	-0.112
0.490	1.000	0.982	-0.112
0.500	1.000	0.982	-0.117
0.510	1.000	0.982	-0.112
0.520	1.000	0.987	-0.112
0.530	1.000	0.987	-0.112
0.540	1.000	0.987	-0.112
0.550	1.000	0.987	-0.117
0.560	1.000	0.987	-0.117
0.570	1.000	0.987	-0.112
0.580	1.000	0.987	-0.107
0.590	1.000	0.987	-0.112
0.600	1.000	0.987	-0.112
0.610	1.000	0.987	-0.112
0.620	1.000	0.982	-0.117
0.630	1.000	0.987	-0.112
0.640	1.000	0.982	-0.107
0.650	1.000	0.982	-0.117
0.660	1.000	0.987	-0.112
0.670	1.000	0.982	-0.117
0.680	1.000	0.987	-0.112
0.690	1.000	0.987	-0.112
0.700	1.000	0.987	-0.112
0.710	1.000	0.987	-0.112
0.720	1.000	0.987	-0.112
0.730	1.000	0.987	-0.112
0.740	1.000	0.982	-0.112
0.750	1.000	0.987	-0.112
0.760	1.000	0.982	-0.112
0.770	1.000	0.987	-0.112
0.780	1.000	0.982	-0.117
0.790	1.000	0.987	-0.112
0.800	1.000	0.987	-0.112
0.810	1.000	0.987	-0.112
0.820	1.000	0.987	-0.117
0.830	1.000	0.987	-0.112
0.840	1.000	0.987	-0.117
0.850	1.000	0.987	-0.112
0.860	1.000	0.987	-0.112
0.870	1.000	0.987	-0.117
0.880	1.000	0.987	-0.112
0.890	1.000	0.987	-0.107
0.900	1.000	0.982	-0.112
0.910	1.000	0.987	-0.112
0.920	1.000	0.987	-0.112
0.930	1.000	0.987	-0.107
0.940	1.000	0.987	-0.112
0.950	1.000	0.987	-0.112
0.960	1.000	0.987	-0.112
0.970	1.000	0.987	-0.112
0.980	1.000	0.987	-0.112
0.990	1.000	0.987	-0.112
1.000	1.000	0.987	-0.112
1.010	1.000	0.987	-0.112
1.020	1.000	0.987	-0.112
1.030	1.000	0.982	-0.112
1.040	1.000	0.982	-0.117
1.050	1.000	0.982	-0.112
1.060	1.000	0.987	-0.112
1.070	1.000	0.987	-0.112
1.080	1.000	0.987	-0.112
1.090	1.000	0.987	-0.107
1.100	1.000	0.987	-0.107
1.110	1.000	0.982	-0.112
1.120	1.000	0.982	-0.112
1.130	1.000	0.987	-0.112
1.140	1.000	0.982	-0.112
1.150	1.000	0.987	-0.112
1.160	1.000	0.987	-0.112
1.170	1.000	0.987	-0.117
1.180	1.000	0.987	-0.112
1.190	1.000	0.987	-0.117
1.200	1.000	0.982	-0.112
1.210	1.000	0.987	-0.117
